cms_certification_number_ccn,facility_name,address_line_1,address_line_2,citytown,state,zip_code,countyparish,telephone_number,cms_region,measure_code,measure_name,score,footnote,measure_date_range
041523,"HOSPICE HOME CARE OF MONTICELLO","990 HWY 425 NORTH",,MONTICELLO,AR,71655,Drew,"(870) 367-9008",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
041524,"HOSPICE HOME CARE LLC","301 BRYANT AVE STE 1B",,BRYANT,AR,72022,Pulaski,"(501) 296-9043",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041525,"ENCOMPASS HEALTH HOSPICE","3809 EAST 9TH STREET, SUITE 10",,TEXARKANA,AR,71854,Miller,"(870) 773-2621",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041528,"KINDRED HOSPICE I","3801 WEST MAIN STREET, SUITE A",,RUSSELLVILLE,AR,72801,Pope,"(479) 890-2730",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
041529,"CIRCLE OF LIFE HOSPICE","901 JONES ROAD",,SPRINGDALE,AR,72762,Washington,"(479) 750-6632",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041531,"KINDRED HOSPICE I","235 GARDEN OAKS DRIVE, SW, SUITE 235",,CAMDEN,AR,71701,Ouachita,"(870) 498-4357",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
041532,"ODYSSEY HEALTH CARE OPERATING A. LP","210 NORTH STATE LINE AVENUE, SUITE 502",,TEXARKANA,AR,71854,Miller,"(870) 330-7798",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041534,"HOSPICE OF THE HILLS","501 E SHERMAN",,HARRISON,AR,72601,Boone,"(870) 743-6860",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041535,"HOSPICE OF TEXARKANA, INC.","501 E 6TH STREET",,TEXARKANA,AR,71854,Miller,"(870) 216-0046",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041537,"ODYSSEY HEALTH CARE OPERATING A. LP","2212 MALVERN AVENUE STE 3-B",,"HOT SPRINGS",AR,71901,Garland,"(501) 781-4033",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
041538,"ELITE HOSPICE","4847 KAYLEE AVENUE, SUITE A",,SPRINGDALE,AR,72762,Washington,"(479) 751-3019",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041539,"ODESSEY HEALTHCARE OPERATING A. LP","1141 EAST MAIN STREET, SUITE 208",,BATESVILLE,AR,72501,Independence,"(870) 376-5571",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041547,"HEART OF HOSPICE, LLC","1401 SOUTH WALDRON ROAD, SUITE 201",,"FORT SMITH",AR,72903,Sebastian,"(479) 494-0100",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041550,"SALINE MEMORIAL HOSPICE","23157 INTERSTATE 30",,BRYANT,AR,72022,Saline,"(501) 315-0136",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041551,"HOME HEALTH PROFESSIONAL & HOSPICE","2222 SPENCE CIRCLE",,JONESBORO,AR,72401,Craighead,"(870) 762-1825",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score","Not Available",1,01/01/2021-12/31/2022
041552,"ELITE HOSPICE","330 HIGHWAY 5 NORTH, SUITE 20",,"MOUNTAIN HOME",AR,72653,Baxter,"(870) 424-4000",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041554,"BAPTIST HEALTH HOME HEALTH - ARKADELPHIA","3050 TWIN RIVERS DRIVE",,ARKADELPHIA,AR,71923,Clark,"(870) 245-1040",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
041559,"MENA MEDICAL CENTER HOSPICE, LLC","602 DEQUEEN STREET",,MENA,AR,71953,Polk,"(479) 394-1134",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041560,"AFFINITY HOSPICE","3801 CAMDEN ROAD, CHAPEL VILLAGE, SUITE 12",,"PINE BLUFF",AR,71603,Jefferson,"(501) 534-4847",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
041561,"KINDRED HOSPICE II","10800 FINANCIAL CENTRE PARKWAY, SUITE 380",,"LITTLE ROCK",AR,72211,Pulaski,"(501) 223-8868",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041564,"ARKANSAS HOSPICE INC","14 PARKSTONE CIRCLE",,"NORTH LITTLE ROCK",AR,72116,Pulaski,"(501) 748-3333",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041568,"LEGACY HOSPICE, INC","925 WEST KEISER",,OSCEOLA,AR,72370,Mississippi,"(870) 563-9995",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041571,"LEGACY HOSPICE OF NORTH ARKANSAS","111 N MAIN STREET SUITE 1",,SALEM,AR,72576,Fulton,"(877) 652-6167",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041572,"DIERKSEN MEMORIAL HOSPICE","4313 PARKWAY DRIVE, SUITE 20",,TEXARKANA,AR,71854,Miller,"(903) 793-6464",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041573,"ENCOMPASS HEALTH HOSPICE","128 NORTH WASHINGTON",,MAGNOLIA,AR,71753,Columbia,"(870) 901-0500",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
041574,"CARING HANDS HOSPICE, INC","2000 HARRISON STREET - SUITE E",,BATESVILLE,AR,72501,Independence,"(870) 698-0505",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
041575,"LESTER DIERKSEN MEMORIAL HOSPICE, LLC","3648 NORTH HWY 7, SUITE E",,"HOT SPRINGS VILLAGE",AR,71909,Garland,"(501) 318-1500",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041577,"UNITY HOSPICE CARE OF ARKANSAS, LLC","1231 HWY 77, SUITE 2",,MARION,AR,72364,Crittenden,"(870) 735-2824",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
041578,"ARKANSAS HOSPICE INC","2233 HARRISON",,BATESVILLE,AR,72501,Independence,"(501) 748-3333",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
041580,"LHCG LXXXIII, LLC","3109 EAST MOORE AVENUE, SUITE 2",,SEARCY,AR,72143,White,"(501) 279-2048",6,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051501,"HOSPICE OF THE CENTRAL COAST","2 UPPER RAGSDALE DRIVE, SUITE D120",,MONTEREY,CA,93940,Monterey,"(831) 658-3737",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051503,"SUTTER VISITING NURSE ASSOCIATION AND HOSPICE","2800 LEAVENWORTH STREET, SUITE 350B",,"SAN FRANCISCO",CA,94133,"San Francisco","(415) 749-4201",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051504,"KAISER FOUNDATION HOSPITAL HOSPICE PROGRAM","12200 BELLFLOWER BLVD",,DOWNEY,CA,90242,"Los Angeles","(562) 622-4350",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051506,"PATHWAYS HOME HEALTH AND HOSPICE","333 HEGENBERGER ROAD, SUITE 700",,OAKLAND,CA,94621,Alameda,"(510) 632-4390",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051507,"HOSPICE OF THE VALLEY, A SUTTER CARE AT HOME AFFIL","4850 UNION AVENUE",,"SAN JOSE",CA,95124,"Santa Clara","(408) 559-5600",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051508,"BY THE BAY HEALTH","17 EAST SIR FRANCIS DRAKE BLVD",,LARKSPUR,CA,94939,Marin,"(415) 927-2273",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051512,"PROVIDENCE TRINITYCARE HOSPICE","5315 TORRANCE BLVD. SUITE B1",,TORRANCE,CA,90503,"Los Angeles","(310) 530-3800",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051515,"KAISER FOUNDATION HOSPITAL  HOSPICE","17284 SLOVER AVENUE SUITE 105",,FONTANA,CA,92337,"San Bernardino","(909) 609-3838",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051517,"LIVINGSTON MEMORIAL VISITING NURSE ASSOCIATION - H","1996 EASTMAN AVE STE 108",,VENTURA,CA,93003,Ventura,"(805) 642-1608",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051521,"KAISER FOUNDATION HOSPITAL VALLEY CONTINUING CARE","10605 BALBOA BLVD SUITE 330",,"GRANADA HILLS",CA,91344,"Los Angeles","(818) 908-2400",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051522,"KAISER FOUNDATION HOSPITAL SAN DIEGO HOSPICE","10992 SAN DIEGO MISSION ROAD BUILDING 2 SUITE 3401",,"SAN DIEGO",CA,92108,"San Diego","(619) 641-4100",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051523,"BY THE BAY HEALTH","180 REDWOOD STREET, SUITE 350",,"SAN FRANCISCO",CA,94102,"San Francisco","(415) 626-5900",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051524,"BUTTE HOME HEALTH HOSPICE","10 CONSTITUTION DRIVE",,CHICO,CA,95926,Butte,"(916) 895-0462",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051525,"KAISER FOUNDATION HOSPITAL LOS ANGELES - HOSPICE","3100 THORNTON AVE SUITE 105",,BURBANK,CA,91504,"Los Angeles","(323) 783-7416",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051526,"HOSPICE OF SANTA CRUZ COUNTY","940 DISC DRIVE",,"SCOTTS VALLEY",CA,95066,"Santa Cruz","(831) 430-3000",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051528,"ELIZABETH HOSPICE","500 LA TERRAZA BLVD SUITE 130",,ESCONDIDO,CA,92025,"San Diego","(760) 737-2050",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051529,"EMANATE HEALTH HOSPICE","820 N PHILLIPS AVE",,"WEST COVINA",CA,91791,"Los Angeles","(626) 859-2263",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
051531,"ARBOR HOSPICE","25220 HANCOCK AVE, SUITE 100",,MURRIETA,CA,92562,Riverside,"(951) 658-9288",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051534,"HOSPICE OF REDLANDS COMMUNITY HOSPITAL","350 TERRACINA BLVD",,REDLANDS,CA,92373,"San Bernardino","(909) 335-5643",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051535,"VNA HOSPICE & PALLIATIVE CARE OF  SOUTHERN CA, INC","2151 EAST CONVENTION CENTER WAY, SUITE 100",,ONTARIO,CA,91764,"San Bernardino","(909) 624-3574",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051536,"HOSPICE OF HUMBOLDT, INC","3327 TIMBER FALL COURT",,EUREKA,CA,95503,Humboldt,"(707) 445-8443",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051537,"COLLABRIA CARE","414 SOUTH JEFFERSON STREET",,NAPA,CA,94559,Napa,"(707) 258-9080",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051538,"SAINT AGNES HOME HEALTH & HOSPICE","6729 NORTH WILLOW AVE SUITE 103",,FRESNO,CA,93710,Fresno,"(559) 450-5600",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051540,"VISITING NURSE AND HOSPICE CARE OF SANTA BARBARA","512 EAST GUTIERREZ STREET SUITE A",,"SANTA BARBARA",CA,93103,"Santa Barbara","(805) 965-5555",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051542,"HOSPICE OF PRESBYTERIAN","15050 IMPERIAL HWY",,"LA MIRADA",CA,90638,"Los Angeles","(562) 902-7770",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051543,"COMMUNITY HOSPICE, INC - HOSPICE","4368 SPYRES WAY",,MODESTO,CA,95356,Stanislaus,"(209) 578-6300",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051546,"KAISER FOUNDATION HOSPITAL - HOSPICE","3240 ARDEN WAY",,SACRAMENTO,CA,95825,Sacramento,"(916) 486-5300",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051547,"HOSPICE OF THE EAST BAY","3470 BUSKIRK AVENUE",,"PLEASANT HILL",CA,94523,"Contra Costa","(925) 887-5678",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051548,"VNA OF GREATER LOS ANGELES, INC","8665 WILSHIRE  BLVD SUITE 308",,"BEVERLY HILLS",CA,90211,"Los Angeles","(626) 844-7692",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
051551,"KAISER FOUNDATION HOSPITAL HOSPICE-OAKLAND","4501 BROADWAY, 1ST FLOOR",,OAKLAND,CA,94611,Alameda,"(510) 752-6390",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051552,"KAISER FOUNDATION HOSPITAL HOSPICE - MARTINEZ","200 MUIR ROAD",,MARTINEZ,CA,94553,"Contra Costa","(925) 295-4700",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051555,"SUTTER VISITING NURSE ASSOCIATION AND HOSPICE","1025 ATLANTIC AVE, SUITE 100A",,ALAMEDA,CA,94501,Alameda,"(510) 263-0900",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051556,"KAISER FOUNDATION HOSPITAL HOSPICE-HAYWARD","30116 EIGENBRODT WAY",,"UNION CITY",CA,94587,Alameda,"(510) 675-5777",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051557,"PROVIDENCE HOSPICE SONOMA COUNTY","416 PAYRAN STREET",,PETALUMA,CA,94952,Sonoma,"(707) 778-6242",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051558,"WILSHIRE HOSPICE","277 SOUTH ST STE R",,"SAN LUIS OBISPO",CA,93401,"San Luis Obispo","(805) 782-8608",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051560,"UC DAVIS HOSPICE PROGRAM","3630 BUSINESS DRIVE",,SACRAMENTO,CA,95820,Sacramento,"(916) 734-2458",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051561,"HOSPICE SERVICES OF LAKE COUNTY","1862 PARALLEL DR",,LAKEPORT,CA,95453,Lake,"(707) 263-6222",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
051565,"KAISER FOUNDATION HOSPITAL HOSPICE - VALLEJO","1761 BROADWAY, SUITE 101",,VALLEJO,CA,94589,Solano,"(707) 648-6969",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051567,"SNOWLINE HOSPICE OF EL DORADO COUNTY-HOSPICE","6520 PLEASANT VALLEY ROAD",,"DIAMOND SPRINGS",CA,95619,"El Dorado","(530) 621-7820",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051571,"HINDS HOSPICE - FRESNO","2490 W SHAW AVE, SUITE 101",,FRESNO,CA,93711,Fresno,"(559) 320-0310",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051573,"HOSPICE OF SAN JOAQUIN","3888 PACIFIC AVENUE",,STOCKTON,CA,95204,"San Joaquin","(209) 957-3888",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051574,"SOUTHERN CALIFORNIA HOME HEALTH AND HOSPICE","730 MAGNOLIA AVENUE",,CORONA,CA,92879,Riverside,"(951) 736-7200",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
051580,"PATHWAYS HOME HEALTH AND HOSPICE","585 NORTH MARY AVENUE",,SUNNYVALE,CA,94085,"Santa Clara","(408) 730-5900",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051582,"KAISER FOUNDATION HOSPITAL HOSPICE-SAN FRANCISCO","4131 GEARY BOULEVARD, 4TH FLOOR",,"SAN FRANCISCO",CA,94118,"San Francisco","(415) 666-1080",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051585,"VNA OF ORANGE COUNTY LLC - HOSPICE","17682 MITCHELL N SUITE 100",,IRVINE,CA,92614,Orange,"(714) 771-1209",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051589,"KAISER FOUNDATION HOSPITAL HOSPICE-SANTA CLARA","3900 FREEDOM CIRCLE, SUITE 201",,"SANTA CLARA",CA,95054,"Santa Clara","(408) 342-6699",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051590,"VITAS HEALTHCARE CORPORATION OF CALIFORNIA","7888 MISSION GROVE PARKWAY S, SUITE 200",,RIVERSIDE,CA,92508,Riverside,"(909) 386-6000",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051592,"DIGNITY HEALTH","124 SOUTH COLLEGE DRIVE, SUITE B",,"SANTA MARIA",CA,93454,"Santa Barbara","(805) 739-3830",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051593,"KINDRED HOSPICE","735 CARNEGIE DRIVE SUITE 240",,"SAN BERNARDINO",CA,92408,"San Bernardino","(909) 888-5000",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051595,"MEMORIALCARE HOSPICE AND PALLIATIVE SERVICES","24411 HEALTH CENTER DR, SUITE 400",,"LAGUNA HILLS",CA,92653,Orange,"(949) 460-1500",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051597,"VITAS HEALTHCARE CORPORATION OF CALIFORNIA","9655 GRANITE RIDGE DRIVE, SUITE 300",,"SAN DIEGO",CA,92123,"San Diego","(858) 499-8901",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
051598,"SHARP HOSPICECARE","8881 FLETCHER PARKWAY STE 336",,"LA MESA",CA,91942,"San Diego","(619) 667-1900",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051600,"MERCY HOSPICE","3400 DATA DRIVE",,"RANCHO CORDOVA",CA,95670,Sacramento,"(916) 281-3900",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051601,"HOPE HOSPICE","6377 CLARK AVENUE, SUITE 100",,DUBLIN,CA,94568,Alameda,"(925) 829-8770",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051603,"ACCENTCARE HOSPICE & PALLIATIVE CARE OF CALIFORNIA","750 THE CITY DRIVE SOUTH, SUITE 120",,ORANGE,CA,92868,Orange,"(877) 508-0644",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051608,"VITAS HEALTHCARE CORP","1343 N GRAND AVENUE, SUITE 100",,COVINA,CA,91724,"Los Angeles","(626) 918-2273",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051609,"ADVENTIST HEALTH HOME CARE SERVICES","20100 CEDAR ROAD NORTH",,SONORA,CA,95370,Tuolumne,"(209) 532-7166",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051611,"PEC HOSPICE","10507 GARDEN GROVE BLVD",,"GARDEN GROVE",CA,92843,Orange,"(714) 590-3620",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051614,"COVENANT CARE HOSPICE","125 N BROADWAY STE 1A",,TURLOCK,CA,95380,Stanislaus,"(209) 664-2550",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051615,"TORRANCE MEMORIAL HOSPICE","3121 SKYPARK DR SUITE 3124",,TORRANCE,CA,90505,"Los Angeles","(310) 784-3751",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051617,"COMPASSUS - ORANGE COUNTY","2200 W ORANGEWOOD AVE",,ORANGE,CA,92868,Orange,"(714) 577-9656",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051619,"YOLO HOSPICE","1909 GALILEO COURT, SUITE A",,DAVIS,CA,95618,Yolo,"(530) 758-5566",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051629,"HOSPICE OF THE FOOTHILLS","11270 ROUGH AND READY HIGHWAY",,"GRASS VALLEY",CA,95945,Nevada,"(530) 272-5739",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051632,"SUTTER AUBURN FAITH VNA & HOSPICE-HOSPICE","11775 EDUCATION STREET, SUITE 201",,AUBURN,CA,95602,Placer,"(530) 886-6650",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051634,"ASSISTED HOME HOSPICE","10550 SEPULVEDA BLVD SUITE 101",,"MISSION HILLS",CA,91345,"Los Angeles","(805) 371-7306",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051637,"HOSPICE TOUCH, INC.","2041 W ORANGEWOOD AVENUE SUITE A",,ORANGE,CA,92868,Orange,"(714) 560-8177",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051645,"MERCY HOSPICE","1544 MARKET STREET",,REDDING,CA,96001,Shasta,"(530) 245-4070",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051646,"HOFFMANN HOSPICE","4325 BUENA VISTA RD",,BAKERSFIELD,CA,93311,Kern,"(661) 410-1010",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051647,"HOSPICE BY THE SEA","312 S CEDROS, SUITE 250",,"SOLANA BEACH",CA,92075,"San Diego","(858) 794-0195",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
051649,"ADVENTIST HEALTH HOME CARE","100 SAN HEDRIN CIRCLE",,WILLITS,CA,95490,Mendocino,"(707) 459-1818",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
051650,"HOSPICE OF AMADOR & CALAVERAS","1500 SOUTH HIGHWAY 49, # 205",,JACKSON,CA,95642,Amador,"(209) 223-5500",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051651,"NORTH BAY HOSPICE & BEREAVEMENT","4520 BUSINESS CENTER DRIVE, #160",,FAIRFIELD,CA,94534,Solano,"(707) 646-3575",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051652,"SUTTER VISITING NURSE ASSOCIATION AND HOSPICE","3001 LAVA RIDGE COURT, SUITE 330B",,ROSEVILLE,CA,95661,Placer,"(916) 797-7850",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051656,"VITAS HEALTHCARE CORP","16830 VENTURA BLVD SUITE 315",,ENCINO,CA,91436,"Los Angeles","(818) 358-0273",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
051657,"MADRONE HOSPICE, INC","255 COLLIER CIRCLE",,YREKA,CA,96097,Siskiyou,"(530) 842-3160",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051659,"ST. JOSEPH HEALTH SYSTEM HOME CARE SERVICES","200 W CENTER STREET PROMENADE, SUITE 200B",,ANAHEIM,CA,92805,Orange,"(714) 712-9559",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051661,"COMPASSUS - LOS ANGELES","700 N BRAND BLVD SUITE 830",,GLENDALE,CA,91203,"Los Angeles","(562) 293-4006",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
051663,"TENDER LOVING CARE HOME HOSPICE","5401 TECH CIRCLE",,MOORPARK,CA,93021,Ventura,"(805) 517-1620",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051665,"MISSION HOSPICE & HOME CARE, INC.","66 BOVET RD., SUITE 100",,"SAN MATEO",CA,94402,"San Mateo","(650) 554-1000",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",10.0,,01/01/2021-12/31/2022
051666,"ENLOE MEDICAL CENTER HOSPICE","1390 E LASSEN AVE",,CHICO,CA,95973,Butte,"(530) 332-6060",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",9.0,,01/01/2021-12/31/2022
051667,"SELF-HELP HOME CARE & HOSPICE","731 SANSOME STREET, SUITE 100",,"SAN FRANCISCO",CA,94111,"San Francisco","(415) 677-7628",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",7.0,,01/01/2021-12/31/2022
051669,"JOHN C FREMONT HEALTHCARE DISTRICT HOSPICE","5108 HWY 140, STE C",,MARIPOSA,CA,95338,Mariposa,"(209) 966-3631",9,H_012_00_OBSERVED,"Hospice Care Index Overall Score",8.0,,01/01/2021-12/31/2022
